date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:41	2597/2597	---MC-	200	added ('OK')	image/jpeg,s	etag:\%22a25-8wSB59yOJE7r994yBQ+PJp/MrTg\%22	https://finquest.com/_ipx/f_jpeg,s_128x126/https://finquest.com/wp-content/uploads/2022/08/Stefan-Advanced.jpg	finquest.com/_ipx/f_jpeg,s_128x126/https_/finquest.com/wp-content/uploads/2022/08/Stefan-Advanced.jpg	(from https://finquest.com/deal-sourcing)
17:00:41	2193/2193	---MC-	200	added ('OK')	image/jpeg,s	etag:\%22891-SGiB7cOVr861Y5F/pKjCtTmMsXY\%22	https://finquest.com/_ipx/f_jpeg,s_128x126/https://finquest.com/wp-content/uploads/2022/08/Gregory-Lionbridge-e1661291672241.jpg	finquest.com/_ipx/f_jpeg,s_128x126/https_/finquest.com/wp-content/uploads/2022/08/Gregory-Lionbridge-e1661291672241.jpg	(from https://finquest.com/deal-sourcing)
17:00:41	1894/1894	---MC-	200	added ('OK')	image/jpeg,s	etag:\%22766-DwONwSHE3kgTeSyT6lLe5Cl9LRQ\%22	https://finquest.com/_ipx/f_jpeg,s_128x117/https://finquest.com/wp-content/uploads/2022/08/Gianbeppi-Solutions30.jpg	finquest.com/_ipx/f_jpeg,s_128x117/https_/finquest.com/wp-content/uploads/2022/08/Gianbeppi-Solutions30.jpg	(from https://finquest.com/deal-sourcing)
17:00:42	15146/15146	---MCZ	200	added ('OK')	application/javascript	etag:W/%223b2a-18fe8c716ee%22	https://finquest.com/_nuxt/bc26e7b.js	finquest.com/_nuxt/bc26e7b.js	(from https://finquest.com/sectors)
17:00:42	7228/7228	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c3c-18fe8c716ed%22	https://finquest.com/_nuxt/1d645d4.js	finquest.com/_nuxt/1d645d4.js	(from https://finquest.com/sectors)
17:00:42	28293/28293	---MCZ	200	added ('OK')	application/javascript	etag:W/%226e85-18fe8c716e6%22	https://finquest.com/_nuxt/9e2cd6b.js	finquest.com/_nuxt/9e2cd6b.js	(from https://finquest.com/sectors)
17:00:42	12226/12226	---MCZ	200	added ('OK')	application/javascript	etag:W/%222fc2-18fe8c716ee%22	https://finquest.com/_nuxt/eccb76f.js	finquest.com/_nuxt/eccb76f.js	(from https://finquest.com/private-equity)
17:00:42	7629/7629	---MCZ	200	added ('OK')	application/javascript	etag:W/%221dcd-18fe8c716ed%22	https://finquest.com/_nuxt/babd23e.js	finquest.com/_nuxt/babd23e.js	(from https://finquest.com/private-equity)
17:00:43	11862/11862	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e56-18fe8c716ef%22	https://finquest.com/_nuxt/f5bc988.js	finquest.com/_nuxt/f5bc988.js	(from https://finquest.com/private-equity)
17:00:43	1525/1525	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f5-18fe8c716f0%22	https://finquest.com/_nuxt/60eb145.js	finquest.com/_nuxt/60eb145.js	(from https://finquest.com/private-equity)
17:00:43	2000/2000	---MC-	200	added ('OK')	image/jpeg,s	etag:\%227d0-t7FZibKzuZYSunuockmDjm5Ftbs\%22	https://finquest.com/_ipx/f_jpeg,s_128x128/https://finquest.com/wp-content/uploads/2022/08/Alexander-SunCap-e1661290991861.jpg	finquest.com/_ipx/f_jpeg,s_128x128/https_/finquest.com/wp-content/uploads/2022/08/Alexander-SunCap-e1661290991861.jpg	(from https://finquest.com/private-equity)
17:00:43	2465/2465	---MC-	200	added ('OK')	image/jpeg,s	etag:\%229a1-HIojGX4kDork3grOuDwuAggB/nA\%22	https://finquest.com/_ipx/f_jpeg,s_128x128/https://finquest.com/wp-content/uploads/2022/08/Simon-Omers.jpg	finquest.com/_ipx/f_jpeg,s_128x128/https_/finquest.com/wp-content/uploads/2022/08/Simon-Omers.jpg	(from https://finquest.com/private-equity)
17:00:44	3299/3299	---MC-	200	added ('OK')	image/jpeg,s	etag:\%22ce3-0AiPOzsUdAbfdGxJ/cMJlLQy/eM\%22	https://finquest.com/_ipx/f_jpeg,s_128x132/https://finquest.com/wp-content/uploads/2023/02/Benjamin-Wilner-Round.jpg	finquest.com/_ipx/f_jpeg,s_128x132/https_/finquest.com/wp-content/uploads/2023/02/Benjamin-Wilner-Round.jpg	(from https://finquest.com/corporates)
17:00:44	1969/1969	---MC-	200	added ('OK')	image/jpeg,s	etag:\%227b1-2wo11M5yezL6ftKymMIsZSwLvPM\%22	https://finquest.com/_ipx/f_jpeg,s_128x126/https://finquest.com/wp-content/uploads/2022/08/Marc-Zedra-e1661291523482.jpg	finquest.com/_ipx/f_jpeg,s_128x126/https_/finquest.com/wp-content/uploads/2022/08/Marc-Zedra-e1661291523482.jpg	(from https://finquest.com/corporates)
17:00:44	2509/2509	---MC-	200	added ('OK')	image/jpeg,s	etag:\%229cd-RGzxcCQxYEdg8s2fqRuvAJDI+Fk\%22	https://finquest.com/_ipx/f_jpeg,s_128x134/https://finquest.com/wp-content/uploads/2022/08/Audrey-Expleo.jpg	finquest.com/_ipx/f_jpeg,s_128x134/https_/finquest.com/wp-content/uploads/2022/08/Audrey-Expleo.jpg	(from https://finquest.com/corporates)
17:00:44	2189/2189	---MC-	200	added ('OK')	image/jpeg,s	etag:\%2288d-1TOgMs05hK6SZJsJhfFcins2yCg\%22	https://finquest.com/_ipx/f_jpeg,s_128x136/https://finquest.com/wp-content/uploads/2022/08/Bertran-ISAGRI.jpg	finquest.com/_ipx/f_jpeg,s_128x136/https_/finquest.com/wp-content/uploads/2022/08/Bertran-ISAGRI.jpg	(from https://finquest.com/corporates)
17:00:45	6687/6687	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a1f-18fe8c716f0%22	https://finquest.com/_nuxt/1e75b2c.js	finquest.com/_nuxt/1e75b2c.js	(from https://finquest.com/insights)
17:00:45	296043/296043	---MCZ	200	added ('OK')	application/javascript	etag:W/%224846e-18f2f672aec%22	https://finquest.com/_nuxt/17bb862.js	finquest.com/_nuxt/17bb862.js	(from https://finquest.com/insights)
17:00:45	7424/7424	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d00-18fe8c716e6%22	https://finquest.com/_nuxt/6df8dac.js	finquest.com/_nuxt/6df8dac.js	(from https://finquest.com/insights)
17:00:45	26639/26639	---MCZ	200	added ('OK')	application/javascript	etag:W/%22680f-18fe8c716e6%22	https://finquest.com/_nuxt/ef02346.js	finquest.com/_nuxt/ef02346.js	(from https://finquest.com/insights)
17:00:45	11437/11437	---MCZ	200	added ('OK')	application/javascript	etag:W/%222cad-18fe8c716ee%22	https://finquest.com/_nuxt/b84c964.js	finquest.com/_nuxt/b84c964.js	(from https://finquest.com/contact)
17:00:46	1002990/1002990	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f4dee-18fe8c716ec%22	https://finquest.com/_nuxt/97e8d7a.js	finquest.com/_nuxt/97e8d7a.js	(from https://finquest.com/contact)
17:00:47	122187/122187	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202024%2011:30:46%20GMT	https://finquest.com/legal?tab=privacy-policy	finquest.com/legal62c3.html	(from https://finquest.com/legal/?tab=privacy-policy)
17:00:48	122187/122187	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202024%2011:30:47%20GMT	https://finquest.com/legal?tab=terms-and-conditions	finquest.com/legal25ed.html	(from https://finquest.com/legal/?tab=terms-and-conditions)
17:00:49	122187/122187	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202024%2011:30:48%20GMT	https://finquest.com/legal?tab=cookies	finquest.com/legal8c3c.html	(from https://finquest.com/legal/?tab=cookies)
17:00:50	122123/122123	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202024%2011:30:49%20GMT	https://finquest.com/legal	finquest.com/legal.html	(from https://finquest.com/legal?tab=privacy-policy)
